time	coordination	charge	err	sec	mT
2355	4	-2.568888888888889	0.008853258762852737	2355	25.0
2360	3	1.2781333333333333	0.008498199261547634	2360	25.0
2360	4	-2.5715555555555554	0.00887900992900051	2360	25.0
2365	3	1.2761777777777779	0.008499174292277457	2365	25.0
2365	4	-2.5635555555555554	0.008847878053061262	2365	25.0
2370	3	1.277511111111111	0.008489335901059297	2370	25.0
2370	4	-2.5685333333333333	0.008865990557400874	2370	25.0
2375	3	1.2780444444444445	0.008491352321387232	2375	25.0
2375	4	-2.5685333333333333	0.008851718848965339	2375	25.0
2380	3	1.2790222222222223	0.00850341112892186	2380	25.0
2380	4	-2.5708444444444445	0.008872394728283932	2380	25.0
2385	3	1.2812444444444444	0.008500621446362348	2385	25.0
2385	4	-2.5740444444444446	0.008871853214471858	2385	25.0
2390	3	1.2813333333333334	0.008493516265942963	2390	25.0
2390	4	-2.571911111111111	0.00884844341947377	2390	25.0
2395	3	1.279288888888889	0.008486744252748552	2395	25.0
2395	4	-2.5708444444444445	0.008868831530634778	2395	25.0
2400	3	1.2788444444444445	0.008489720919222862	2400	25.0
2400	4	-2.5713777777777778	0.00888180656406359	2400	25.0
2405	3	1.2810666666666666	0.00850367083313522	2405	25.0
2405	4	-2.5747555555555555	0.008889119780488166	2405	25.0
2410	3	1.2841777777777779	0.008483719972880735	2410	25.0
2410	4	-2.5770666666666666	0.008895363590479093	2410	25.0
2415	3	1.2819555555555555	0.008469773479498241	2415	25.0
2415	4	-2.5747555555555555	0.008935225342202922	2415	25.0
2420	3	1.2812444444444444	0.008483873401187362	2420	25.0
2420	4	-2.5724444444444443	0.00886857349954847	2420	25.0
2425	3	1.2828444444444445	0.008476849489011009	2425	25.0
2425	4	-2.576711111111111	0.008904515299290127	2425	25.0
2430	3	1.2844444444444445	0.008449257321958602	2430	25.0
2430	4	-2.578488888888889	0.008940337119359317	2430	25.0
2435	3	1.2817777777777777	0.008476564125975684	2435	25.0
2435	4	-2.5756444444444444	0.008917740397555123	2435	25.0
2440	3	1.2818666666666667	0.008498310836251452	2440	25.0
2440	4	-2.5774222222222223	0.008911065036886346	2440	25.0
2445	3	1.2846222222222223	0.008472339231350556	2445	25.0
2445	4	-2.5813333333333333	0.00894161228970965	2445	25.0
2450	3	1.2865777777777778	0.008493630982475863	2450	25.0
2450	4	-2.584711111111111	0.00893793979067383	2450	25.0
2455	3	1.2887111111111111	0.008509940395450336	2455	25.0
2455	4	-2.5900444444444446	0.008949211305434947	2455	25.0
2460	3	1.2876444444444444	0.008482718429531617	2460	25.0
2460	4	-2.5868444444444445	0.00894319091737701	2460	25.0
2465	3	1.2909333333333333	0.008432406656549672	2465	25.0
2465	4	-2.5934222222222223	0.008948782286645522	2465	25.0
2470	3	1.2894222222222222	0.008424875513547767	2470	25.0
2470	4	-2.591466666666667	0.00897262184812701	2470	25.0
2475	3	1.2933333333333332	0.008403830878173502	2475	25.0
2475	4	-2.5916444444444444	0.008938047766795198	2475	25.0
2480	3	1.2928	0.008416870487705706	2480	25.0
2480	4	-2.5943111111111112	0.008973526741919051	2480	25.0
2485	3	1.2917333333333334	0.008402545288950788	2485	25.0
2485	4	-2.595022222222222	0.008979902247731573	2485	25.0
2490	3	1.2918222222222222	0.008403818571517743	2490	25.0
2490	4	-2.5971555555555557	0.008998971691951872	2490	25.0
2495	3	1.291911111111111	0.008386268639911416	2495	25.0
2495	4	-2.5980444444444446	0.008991965292088757	2495	25.0
2500	3	1.2934222222222223	0.008399460756949154	2500	25.0
2500	4	-2.6014222222222223	0.009005321695736652	2500	25.0
