frame	coordination	charge	mT	err
3000	4	0.22939068100358423	5.107714279999986	0.08384956498194926
3100	3	-0.2600806451612903	5.2594095180001235	0.04294317636014073
3100	4	0.22939068100358423	5.2594095179999885	0.08627469336331926
3200	3	-0.2701612903225806	5.411104755999987	0.043352179313618636
3200	4	0.25806451612903225	5.411104755999988	0.08230543864399052
3300	3	-0.28830645161290325	5.562799994000015	0.04266567002568447
3300	4	0.26523297491039427	5.56279999399999	0.08739227399706187
3400	3	-0.3084677419354839	5.714495232000116	0.0417506448386912
3400	4	0.2939068100358423	5.714495231999992	0.08343187811300151
3500	3	-0.3165322580645161	5.86619047000014	0.04207827551977937
3500	4	0.27956989247311825	5.866190469999993	0.0848336018717698
3600	3	-0.31451612903225806	6.017885707999995	0.04150949969058717
3600	4	0.2867383512544803	6.017885707999995	0.08444267663047172
3700	3	-0.3467741935483871	6.169580945999997	0.04065324528233596
3700	4	0.32974910394265233	6.169580945999997	0.0857007333325243
3800	3	-0.35685483870967744	6.3212761840001574	0.04046469009382119
3800	4	0.3154121863799283	6.321276183999999	0.08708716499569569
3900	3	-0.3629032258064516	6.47297142200001	0.04101005691765087
3900	4	0.30824372759856633	6.472971422	0.08568779118651923
4000	3	-0.375	6.624666660000002	0.040399612302555614
4000	4	0.3655913978494624	6.624666660000002	0.08240643934298503
4100	3	-0.3790322580645161	6.776361897999847	0.04036162297227592
4100	4	0.40860215053763443	6.776361898000004	0.08354921791385009
4200	3	-0.375	6.928057135999823	0.04060054415967416
4200	4	0.37992831541218636	6.928057136000006	0.08464600837482612
4300	3	-0.36693548387096775	7.079752374000037	0.0403736127705922
4300	4	0.3727598566308244	7.079752374000008	0.08384295128398198
4400	3	-0.3790322580645161	7.23144761200001	0.03985438281160597
4400	4	0.3655913978494624	7.23144761200001	0.08487281315275051
4500	3	-0.3850806451612903	7.383142849999849	0.040705626262869325
4500	4	0.3870967741935484	7.38314285000001	0.08422349265329593
4600	3	-0.3971774193548387	7.534838087999809	0.03998215522017351
4600	4	0.37992831541218636	7.534838088000013	0.08525309393570002
4700	3	-0.4032258064516129	7.686533326000061	0.04012434589299302
4700	4	0.43727598566308246	7.686533326000003	0.08607520907707428
4800	3	-0.42943548387096775	7.838228564000018	0.040857296912680884
4800	4	0.4946236559139785	7.8382285640000156	0.08555610157158498
4900	3	-0.4435483870967742	7.9899238019998515	0.04020196144988206
4900	4	0.5017921146953405	7.989923801999999	0.08510335756930071
5000	3	-0.4314516129032258	8.1416190399998	0.03962214302069163
5000	4	0.4731182795698925	8.14161904000002	0.083250007625152
5100	3	-0.4334677419354839	8.293314278000082	0.04011038982061302
5100	4	0.4946236559139785	8.293314277999995	0.08372823084642893
5200	3	-0.41330645161290325	8.445009516000008	0.0398168519121219
5200	4	0.48028673835125446	8.445009516000024	0.08402793805823765
5300	3	-0.4254032258064516	8.596704753999855	0.03948250704232822
5300	4	0.4946236559139785	8.596704753999987	0.08793417813000813
5400	3	-0.42338709677419356	8.74839999199984	0.03970983110431326
5400	4	0.4659498207885305	8.74839999200002	0.08732244734421954
5500	3	-0.4213709677419355	8.900095230000035	0.039216074706792226
5500	4	0.4659498207885305	8.900095229999986	0.08849574223554664
5600	3	-0.4375	9.051790468000032	0.039245349567148737
5600	4	0.48028673835125446	9.051790468000025	0.08644806268269782
5700	3	-0.4153225806451613	9.20348570599995	0.03999964265904049
5700	4	0.45878136200716846	9.203485705999983	0.08597206834314684
5800	3	-0.4213709677419355	9.355180943999782	0.0398337426185797
5800	4	0.5017921146953405	9.355180944000029	0.08808120076758172
5900	3	-0.4254032258064516	9.506876182000116	0.03917212139456103
5900	4	0.4874551971326165	9.50687618199998	0.08837032896137219
6000	3	-0.4254032258064516	9.658571419999909	0.03854385241456389
6000	4	0.45161290322580644	9.658571420000033	0.0839861314692925
6100	3	-0.42338709677419356	9.810266657999865	0.03867160621190752
6100	4	0.5017921146953405	9.810266657999978	0.08749374055805867
6200	3	-0.46975806451612906	9.961961895999934	0.03897182366522127
6200	4	0.5878136200716846	9.961961896000037	0.08966605329088896
